@relation Train
@attribute word_tokenize string
@attribute subtask_c {IND,OTH,GRP}
@data
'differ make death “ fight ” “ ” hold parent account part control legisl write repres demand congress deal violenc continu & amp american risk',OTH
'pope pure satan noth hell fire crime',IND
'ruin',IND
'want success produc tweet stuff',IND
'swamp go jail soon # maga',IND
'peopl tri tell last year busi bash trump mayor cruz peopl peopl live worth make trump look disgrac',IND
'much dislik antifa hope none stupid enough fall get someon kill',IND
'explain disrespect idiot',IND
'weapon system attack couldnt grow said use norm moron',IND
'unless skin come back come back #',IND
'fake feel true feel even lie say anyth stupid stand clearli doesnt respect women stand wife',IND
'news campaign fair republican use power congress forc privat compani whatev say truth control member',OTH
'thought last wear fuck',IND
'lack walk around sens liber',IND
'bias everyon drop googl',GRP
'call # poor',IND
'mayb fuck know kind home life good child offic handl better sorri need fire',IND
'need',IND
'simpli right silli emot femal noth problem delet realiz horribl perhap someon told you ) somehow fault liber might wrote plain',OTH
'bono clearli racist',IND
'# peopl cri control shoot alreadi restrict control want polit explain crimin suppos obey',GRP
'liber live doubl standard look liar whore even produc evid good bill democrat fuck insan',IND
'piec shit sorri go think rude',IND
'cant kind wrong beat',IND
'black femal democrat call chang parti # tcot # maga # rednationris',GRP
'awar hillari clinton said go weapon russia sold weapon complet idiot',IND
'time realli start hate time world open shut time enough bull shit time case actual time hurt case',GRP
'levi came support student control activist burn jean well',GRP
'aint hype nigga back throw whole friend away',IND
'guy serious dont mean everyon right good peopl dont bother shit person want shit stop govern appar fuck stupid control teacher gun make sens',OTH
'antifa high emot fascist organ member fool name reflect group obviou fascist other advantag rest fool',GRP
'anoth # dem',IND
'liber follow fact liber',IND
'news democrat backhand_index_pointing_down # maga united_st',GRP
'peopl bastard your think plenti fraud wont advantag chang purpos',IND
'dirti stole cruz campaign voter list gave trump',IND
'great state illeg immigr liber blue state look work $ $ vote democrat figur insan',GRP
'doesnt & kick awesom keep',IND
'crazi liber',GRP
'page confirm russia stori pass distract gullibl liber push narr elect presid success offic',GRP
'what wrong dead # antifa dont understand thought good antifa',IND
'trump never free chicken danger world imagin around world littl actual know complet dont happen',IND
'obviou hack',IND
'sure block useless tweet',IND
'good arrest arrest crazi leader well minion fall plan pay legal think immatur level parti disgust',IND
'fake conserv fake outrag budget betray',GRP
'knew dead rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh',IND
'“ men ” that real thing exist & amp told distract fact mother never love & amp peni',OTH
'john care liber attack think critic fact arent side',GRP
'amaz pope afraid truth',OTH
'peopl absolut insan liber attack white year get wors push creat anoth civil damn stupid',GRP
'anoth polit hack news media listen interview look moment instead work everi turn shoot kill',IND
'# hate speech hear last year liber stop hate',IND
'prime exampl cant anymor liber govern dont want know constitut prefer dictat american hate republ need keep #',GRP
'face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fool',IND
'sure hell either traitor liber',GRP
'pleas dont start concern want someth plan idea movi scari felt someth want know couldnt rememb head',IND
'that took correct hospit usual record claim mani incompet singl record produc',GRP
'dope delusion libtard puerto rico respons presid',GRP
'dumbest shit read morn read trump tweet',IND
'eric holder held account point away crime time side eric look forward scandal time ruin america',OTH
'ask proof block joke antifa real nazi talk point sure provid proof quickli',GRP
'babi liber trump total great year # maga',IND
'conserv silent theyr voic white hous want back theyr tri silenc possibl need burn midterm',GRP
'wonder coupl',IND
'give fuck break liber select fals outrag presid get right say grab pussi decad get pass say fuck shit next get liber pass',IND
'maxin mean spirit woman cant imagin demon deal much hate & amp crazi #',IND
'know mani liber dont feel need around wave maga idiot',GRP
'women defend kavanaugh good person alleg ignor feinstein disgust idiot piec feinstein rule suprem',IND
'white liber imagin white peopl power white peopl train gener racial awar white liber racist know power imagin white peopl peopl',GRP
'goe show call news peopl laugh eat wonder watch liber around drown',GRP
'think conserv go believ liber sadli right lie judg kavanaugh great person best thing countri hand disgrac unit state & amp women',IND
'cash book cant blame # liber love throw money bullshit',GRP
'control isnt public hate redneck social',GRP
'fuck',IND
'lose everi jeff jerri dumb shit happen lose full',IND
'presid idiot wish tell still offic help lord know need paper towel thrown',IND
'fuck',IND
'liber whatev label discredit peopl disagre threat agenda',GRP
'dope',IND
'block long time respons call lie idiot think $ hit dont stick love say stupid stuff liber love complet',IND
'loudly_crying_fac loudly_crying_fac loudly_crying_fac loudly_crying_fac terribl',IND
'give life conserv move year elect canadian show dont want racist run countri grow let talk dont anybodi dont look',GRP
'perfect exampl countri control guy happi crimin didnt gun',GRP
'liber say republican countri color hypocrit',GRP
'ridicul need',IND
'sorri team look butt',OTH
'first state legisl legal extrem progress control wage increas free colleg know thing dont count dipshit major count',IND
'bitch gon na dont',IND
'give shit',OTH
'“ it sexual assault agre feel ” said pick foot turn push cock “ ”',IND
'realiz conserv decid certain pass sexual assault',GRP
'entir articl piec trash full pig',GRP
'dont hope next final win',IND
'mayb your run away pretend girl assum demand proof provid provid term debat lost nice',IND
'except control',GRP
'despic',IND
'dont antisemit muslim racist question',IND
'hope beat privat',IND
'least youv type fuck',IND
'grab differ home smoke mean releas dont know whole stori brown releas number',IND
'didnt work mayb need',IND
'trump liber scream bloodi hell open transpar',IND
'yeah real',IND
'liar thoma confirm never alway delay liber game call polit',GRP
'loudly_crying_fac bitch',IND
'crazi discredit women dem left lie name liar',OTH
'dont releas name elect offici paid silenc sexual assault claim done offic fund pay claim ford know home mayb attack happen took home',GRP
'anyon concern mass kill control unconstitut especi first year centuri alon “ govern ” kill million peopl control ”',OTH
'even pedophil interview tell stop kill pedophil even admit prison offend that keep aliv prison hope anoth opportun molest innoc child sick f*ck',GRP
'believ year went boy school stop confirm blew face corrupt',IND
'show scare liber go guid constitut & amp bill right honestli believ made today court trump # maga & amp deplor help',IND
'nasti bitch',OTH
'yeah keep mock right vote',OTH
'hope joke # antifa moron clue mani peopl carri gun # stunt make threat state happen silli #',GRP
'typic noth move along trump support day thing shit trump get call noth move along',IND
'guess white guy kinda look winking_fac',IND
'made lie cheap filthi whore lie help undermin real women sexual assault trashi liber care right long justifi mean trashi lib tri thing judg thoma democrat sick',GRP
'strictest control law countri say goe gun crimin seem prove chicago',GRP
'david stop connect true journalist',OTH
'bitch dont messag',IND
'bullshit',GRP
'stupid',IND
'still trump train',IND
'mani issu face australian voter singl obsess australian conserv bulli children',GRP
'trump daughter still elect let stop pretend moral decenc mean jack shit conserv',GRP
'talk',IND
'crazi peopl dont care suppos leftist say wasnt sound your disappoint didnt scream control',GRP
'who loser bitch fuck # maga',IND
'say littl commi rate',IND
'serious despic even look kid',IND
'sourc that whole deal theyr young dumb histori major conserv hand wave assum without evid',GRP
'hard believ femal liber person polit gain',GRP
'share tri make shit work',IND
'chri burn fascist noth',IND
'weirdo think weird',GRP
'fire fire fire conserv realiz offend deserv presid refer teenag gang member “ anim ” past call death alleg rapist',GRP
'sorri your socialist contribut cruz sick liber',IND
'face_with_tears_of_joy face_with_rolling_ey',IND
'pleas draw stupid sexi someth',IND
'liar',IND
'shitti',IND
'holi fuck',IND
'good christian ask spare properti know prayer spare mine hell everybodi',GRP
'talk though pre trump fail everi turn actual total opposit fool',IND
'“ white dude ” look classic move',GRP
'leftist threaten wonder mayb isnt violenc toward conserv certainli alway seem it ( antifa )',GRP
'share water fuck real pouting_fac',IND
'liber self make littl everyon make last minut claim kavanaugh trump hate cours zero proof collus obsess',IND
'dont know didnt punch asshol know deal hope well',IND
'holi shit',IND
'yeah cant wing cook there kind measur need follow garbag',IND
