@relation Train
@attribute word_tokenize string
@attribute subtask_a {NOT,OFF}
@data
'exampl dont think liber issu issu border citizenship liber assum right equal argument appli across border appli within border wide share view',NOT
'look antifa presid',NOT
'girl vote done know nativ told vote kavanaugh scotu nativ',NOT
'send antifa super soldier sort tommi fan',NOT
'everyday work women vote republican keep trump polici vote cost money folk # maga # win',NOT
'book slander noth clown tool',OFF
'mani countri must address sensibl control enough vote blue garbag clean street',OFF
'appear pair must think',OFF
'mental unstabl',OFF
'charact clinton cartoon mayb',OFF
'total control work fine well mexico',NOT
'good friend star dont alway know star life',NOT
'arent around understand deni porn',OFF
'mani will testifi oath actual knew kavanaugh mani testifi said kavanaugh said know',NOT
'fema contact senat liar girl tell truth',OFF
'thought antifa actual fascist show actual fascist room',OFF
'think',NOT
'absurd left field violent feminist communist form antifa attack peac power year wonder occur guy doubt moral',OFF
'still push sexual predat feinstein hero list women mile long rape wors trump fault',NOT
'anyon surpris # # maga # qanon',OFF
'report reach tweet earlier',NOT
'amaz',NOT
'wisconsin duck duck',OFF
'follow maga',NOT
'pleas honest acknowledg tran stuff mental disord normal human behavior',NOT
'good liber allow rapist continu serv feder district court victim continu suffer said',OFF
'pretend someth phoni lie wont chang',OFF
'racial isnt racist liber twist someth actual definit racism think race better anoth race ( look race ) doesnt meet definit',NOT
'beer own conserv',NOT
'give break # unbeliev # # # maga # draintheswamp',NOT
'realli member labour parti said conserv interest think labour conserv dont liber opposit conserv liber econom right wing',NOT
'serious face_with_tears_of_joy word though done live feed handl anoth second',NOT
'never still terrorist must jail',NOT
'jewish realli “ not know ” that support side nazi dem run hitler playbook year york jew side nazi speak israel pander case',NOT
'feel guy rush someth girl look without realli know know realiz dont want without think damag girl mind',NOT
'mock sjw extrem satir fact dont sens humor stupid fault none mean motiv nativ american woman bigot',OFF
'medic kind known person brave enough continu holi accept india definit chang',NOT
'mean senior engin gener confus individu compet surpris surpris hasnt chang organis structur compet good peopl thrive structur allow thing done',NOT
'say',OFF
'trust mark sorri run term ) fine citi stop behav year start elect',NOT
'delusion liber twist hate cant even acknowledg',OFF
'better shit better anyth red_heart',OFF
'come go leftist control make actual say',NOT
'dont liber dont civil convers come evid feel context quot',NOT
'damn abl pussi',OFF
'think liber call front hole',NOT
'exactli willi anyon half brain consid conserv liter poster child liber',OFF
'worri god hand direct trump agenda god time time slowli reveal deep state swamp # #',NOT
'correct',NOT
'sharyl attkisson truthtel ',NOT
'queen bitch relat',OFF
'well tool liber surpris dont pretti much tool gener',NOT
'great',NOT
'love sweetest two_heart',NOT
'that shite cant understand peopl footbal match best impress mute tri ticket next chanc assum main stand less',NOT
'wors lick',OFF
'liar go give judg lectur credibl judg wont admit someth didnt stupid one flushed_fac liber shame ignor elect repres',OFF
'stupid problem conserv dont hate studi smart peopl ( smart peopl suck ) show data ( data ) fact ( # fakenew ) near turn somebodi # cdnpoli',OFF
'funni liber chang tune women acc base polit isnt term yeah # hypocrit',NOT
'cute',NOT
'bitch',OFF
'face_blowing_a_kiss',NOT
'welcom guy',NOT
'trust',NOT
'jami oliv fuck meal deal kill cunt',OFF
'care murder dont care whether weed home ( like whole american care said pair sock victim tri smear victim despic',OFF
'cheap plastic version real presid',NOT
'didnt actual engag racket auster borrow',NOT
'cake',NOT
'agent # # dont speak',NOT
'havent expect goal chase dream ask question doctor make decis advis parent grow',NOT
'# medicar # liber steal elderli disabl #',NOT
'know way born',NOT
'wash mouth say respect admir cop dont dirt bag break home control mean steadi hand empti talk antifa buddi drain',OFF
'sexi',NOT
'she claim that logic ( and ) explan',NOT
'russian receiv much money putin',OFF
'well liber explain know shooter liber know liber hate violent peopl must defeat',OFF
'strict control sure help',NOT
'alon',NOT
'news give faith time that simpli wrong experi useless fool care one fool',OFF
'angel face_blowing_a_kiss smiling_face_with_heartey two_heart damn two_heart two_heart express face_blowing_a_kiss kill smiling_face_with_heartey love smiling_face_with_heartey winking_fac # # # # love face_blowing_a_kiss',NOT
'show control organis exclus tri away gun black peopl',NOT
'gave beto $ 100 well trump call wife ugli still lick boot help reelect',OFF
'strike franken seat # maga',NOT
'prayer wife problem know go thru prayer rememb control',NOT
'find antifa chicago',NOT
'threat # # maga',OFF
'pleas tell type use pant $ must ship straight #',NOT
'liber imagin circumst forc defend famili violenc imagin eventu beyond realm possibl believ polic arriv quickli enough save',OFF
'talk book give away copi book #',NOT
'face_with_tears_of_joy liber know voter feel govt say',NOT
'liber educ countri fault educ lie feder social school union power school board look worst school',NOT
'didnt know statement entertain root problem conserv dont root serena even though greatest america femal tenni player play game cours side racial',NOT
'great win debat tonight clearli best candid cant wait vote tuesday',NOT
'beauti',NOT
'borrow shit first rolling_on_the_floor_laugh',OFF
'seem hold hand come govern brexit',NOT
'bitch',OFF
'woman sell portion hous rebuild road better india',NOT
'shock video expos communist insid govern break rule everi day ” sara carter # maga # wwg1wga',NOT
'kind',NOT
'wild ride',NOT
'rate where post internet connect problem # deepstat',NOT
'news continu write stori michael moor say million dont realli give michael moor say',NOT
'stfu bitch salti tryna twitter famou know',OFF
'fact commit perjuri confirm hear boot unfortun seem think team',NOT
'gosh reason control crazi wouldnt happen winking_fac',NOT
'100 % correct applaud critic corrupt presid denounc',OFF
'turn tuesday night super sexi fire fire fire',OFF
'despic',OFF
'california doesnt common sens control law prevent crimin illeg thing',NOT
'without question professor ford troubl that polit half women world ( probabl more ) grope time dont hold year obvious polit ploy scotu confirm # maga',OFF
'evil delusion eat high qualiti paint chip',OFF
'shut',OFF
'vast major gun chicago street come neighbor indiana state toughest law & amp keep gun lowest murder rate ( ) smart control work',NOT
'beauti',NOT
'updat shell latest detail # florenc sure join tonight news #',NOT
'fuck',OFF
'hetero ',NOT
'cours swalwel neck probabl hide liber bust melt liber watch',NOT
'demo ',NOT
'liber still dont understand evid color shock',NOT
'shell total mental reelect',OFF
'kid shot statu children hide desk silent voter protect',NOT
'say lie present',NOT
'broadcast',NOT
'hill rat sorri',NOT
'welcom',NOT
'franken photo assault woman liber call mock grope woman accus kavanaugh alreadi chang stori four guy alleg incid wont even testifi',NOT
'holder',NOT
'exist read suck',OFF
'strongest support washington primari presid & amp senat past rest support potu talk fellow conserv',NOT
'weve million peopl march peac street without incid small group left peopl violent coupl occas confront altright hate group antifa part resist part',NOT
'american enough liber espn',NOT
'want look face bright happi person',NOT
'guess antifa treatment decid loot',NOT
'angela hook younger someon wipe butt',OFF
'good sure show face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy',OFF
'love meme heavi cognit # qanon # maga # trump # wwg1wga # greatawaken # pray',NOT
'anim mother',NOT
'exactli true',OFF
'still wait mine',OFF
'sing didnt tell stop sing thank unbeliev hell talk enough talk keep talk wonder famili think go nut',OFF
'replac dude',NOT
'think call talk side fuck mouth lindsey graham longer trust',OFF
'left one spend money wasnt right gave billion debt left rememb liber scream high heaven harri liber',NOT
'# funni # hilari # meme # brexit peopl deal # remain simpli fail singl argument sure # leftist # # mbga # maga # mcga # mega # conserv # patriot',NOT
'sound ignor word america stop resist help make nation best everyon liber wake walk away',OFF
'super presid good',NOT
'witch hunt kavanaugh piti cant believ anyon find stori believ didnt come forward year liber',NOT
'isnt media report “ soro ” connect tweet yesterday regard lawyer alleg victim conserv need follow money',NOT
'pleas awar follow person confirm attend guest list canada antifa anarchist intend disrupt event name alex',NOT
'back back face_with_tears_of_joy',NOT
'suck',OFF
'face_with_tears_of_joy face_with_tears_of_joy know seen bitch that lmao',OFF
'# socialist # liber clarifi want # social everyon # emmi # tuesdaythought # #',NOT
'everyon vote regardless candid parti support',NOT
'photoshop',NOT
'lefti pope worthi true christian roman cathol fail',OFF
'parti bill clinton kennedi accus brett kavanaugh sexual misconduct high school think ironi moment # maga',NOT
'ryan wife conserv blue democrat famili conserv left dem alway known conserv campaign obama nation',NOT
'repres case well gon na give call lawyer matt wait dont isnt come back',NOT
'cours self defens stand someon els ground rule arm enter properti start interact actual fuck self defens serious dude dont cross burn someth',NOT
'honestli ridicul shop need',OFF
'littl known fact race race win right finish lost control run african local antifa whole thing blame',OFF
'watch cri loud talk within first minut',NOT
'true wouldnt even care presenc law issu typic mental cage call anyth care',OFF
'sunday night',OFF
'thing never chang 1991 # scotu clarenc # & amp # maga fight back lie # confirmkavanaugh # # kavanaugh # metoo',OFF
'awesom thank know',NOT
'bitch shut build self',OFF
'hand signal use ignor peopl signal white supremaci evil peopl idea piss liber ignor display ignor hate dont deserv time attent',OFF
'doesnt rememb john what wrong peopl today',NOT
