@relation Train
@attribute word_tokenize string
@attribute subtask_b {UNT,TIN}
@data
'want murder charg steal gun alreadi shoot someon life prison best end well whoever tri honestli think troll made stupid antifa member',TIN
'money kid',TIN
'neither author seat',TIN
'origin argument peopl shouldnt everyon togeth terrorist muslim altright conserv equal dumb requir specif group denounc fring mean gener cant',TIN
'racial left call black conserv # bigotri # hypocrisi # walkaway mani dont blind tool establish keep resist outsid polit elit millionair',TIN
'want prove actual retard',TIN
'guy liter italian know shit',TIN
'weak face_with_tears_of_joy face_with_tears_of_joy shit must realli pain',TIN
'blame trump hurrican show ignor give salari mayb help',TIN
'hope anti american support',TIN
'shit dont follow state basic fact total actual point state fact your phoni',TIN
'play dirti use money link antisemit approv',UNT
'pleas stick issu resign hous leadership constitut mani bribe #',TIN
'right though',TIN
'final terribl take owner racist',TIN
'“ ” close season round ground huge ground know that come dont mind funni shit',TIN
'stage farrakhan total hypocrit pathet',TIN
'dare tell antifa right fight fight stupid caus republican',TIN
'brought truth hate truth',TIN
'accus enough fortun live countri innoc proven guilti',TIN
'point nearli',TIN
'think liber women complain wonder ford want experi',TIN
'comment defend drug ford blatant abus power complet liber bia bia tell must rich area poll thank guy need good laugh face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy',TIN
'lump agre 100 %',TIN
'time conveni paid liar',TIN
'kill kind potu handl violenc #',TIN
'shit ( )',TIN
'usual suppos smart feminist think made sens alon told deal anoth person consid mayb toxic',TIN
'never let fuck',TIN
'definit drunk shit',TIN
'mean cheat alleg sexual harass assault cheat differ know fact scare liber concern sexual assault need name slush fund reveal seat',TIN
'creat whole fake page talk shit face_with_rolling_ey realli miser #',UNT
'cours select group ( ) european countri countri list control posit lower homicid rate even within countri',TIN
'liber worst women speak truth especi polit activist judg alleg evid instead gender',TIN
'lmao still butt hurt loser lost love poll 2020',TIN
'holi actual real antifa realli know stupid great shot hurt',TIN
'theresa isnt nice',TIN
'conserv care democraci opinion call racist right jeopardi anyon dont give shit',TIN
'holi fuck sorri someon violat trust',TIN
'everyon know time call violent liber gone deep',TIN
'liber',TIN
'seen chair look face make laugh somehow believ purpos silli',TIN
'( ( ( conserv ) ) ) enemi white',TIN
'democrat smear democrat dont stand women sexual assault democrat politician your hypocrit & amp need shut hell',TIN
'truli dumb shit',TIN
'william display side world someth probabl alway regret never high believ rule',TIN
'opportunist want post liber decid wasnt good enough cross conserv promis person belief credibl trust',TIN
'open treat whole bottom line treat differ women color never happen better soon women tenni',TIN
'fuck face_with_tears_of_joy',TIN
'who sick racist',TIN
'cock sucker',TIN
'liar bring case state love bankrupt kavanaugh attorney suit',TIN
'famili consist cheat husband never love boy made clear never law show affect paid laugh cash check',TIN
'year sexual assault suprem court nomine remain anonym dont answer question basic smear campaign democrat dont want conserv major scotu',TIN
'understand black live matter fight global demand control wade cours forc throw save use medicar cover everyth worri fear',TIN
'polici worst',TIN
'know left go believ lie liber rat destroy presid trump go thumbs_up united_st',TIN
'born life wife london back babi wife paper london make face_with_tears_of_joy winking_fac histori',TIN
'adult know fuck futur plan',TIN
'pleas dont make mistak # kavanaugh trump #',TIN
'“ comedian ” hour white scum earth',TIN
'impeach trump # maga',TIN
'fuck',TIN
'failur democrat # tcot # maga # rednationris',TIN
'wasnt given stay home money alway tell peopl opportun given shit hell',TIN
'peopl still think administr greatest ridicul',UNT
'evil true enemi peopl cant believ peopl still serious',TIN
'attempt reduc',UNT
'must sexual activ woman push young women abort',TIN
'answer differ opinion your lose argument your love your week take strong person sheep',TIN
'silli',TIN
'mayb brutal beat woman appar spend coupl hundr dollar make piss someon',TIN
'basic white girl clearli didnt know person aw happen dont respect instead disgust blame anoth innoc human someth noth',TIN
'opinion isnt fals your isnt cant feel doesnt narr right take away better control hurt soul well dead child hurt mine',TIN
'support right use antifa tactic word tactic domest terrorist group',TIN
'tweet anoth garbag tweet liber contribut noth except confirm liber talk point & amp arent believ',TIN
'dont look keith bulli investig past abus pick',TIN
'rule doesnt appli accus dem',TIN
'differ make death “ fight ” “ ” hold parent account part control legisl write repres demand congress deal violenc continu & amp american risk',TIN
'pope pure satan noth hell fire crime',TIN
'ruin',TIN
'want success produc tweet stuff',TIN
'swamp go jail soon # maga',TIN
'peopl tri tell last year busi bash trump mayor cruz peopl peopl live worth make trump look disgrac',TIN
'much dislik antifa hope none stupid enough fall get someon kill',TIN
'explain disrespect idiot',TIN
'weapon judici system attack couldnt grow said use norm moron',TIN
'unless skin come back come back #',TIN
'fake feel true feel even lie say anyth stupid stand clearli doesnt respect women stand wife',TIN
'news campaign fair republican use power congress forc privat compani whatev say truth control member',TIN
'thought last wear fuck',TIN
'lack walk around sens liber',TIN
'bias everyon drop googl',TIN
'call # poor',TIN
'mayb fuck know kind home life good child offic handl better sorri need fire',TIN
'control round',UNT
'need',TIN
'simpli right silli emot femal noth problem delet realiz horribl perhap someon told you ) somehow fault liber might wrote plain',TIN
'bono clearli racist',TIN
'# peopl cri control shoot alreadi restrict control want polit explain crimin suppos obey',TIN
'liber live doubl standard look liar whore even produc evid good bill democrat fuck insan',TIN
'piec shit sorri go think rude',TIN
'anim oper word',UNT
'cant kind wrong beat',TIN
'black femal democrat call chang parti # tcot # maga # rednationris',TIN
'awar hillari clinton said go weapon russia sold weapon complet idiot',TIN
'time realli start hate time world open shut time enough bull shit time case actual time hurt case',TIN
'eric open door run ] fuck yeah',UNT
'levi came support student control activist burn jean well',TIN
'racism utter lack toler show higher educ appar goal',UNT
'corrupt glad step',UNT
'aint hype nigga back throw whole friend away',TIN
'guy serious dont mean everyon right good peopl dont bother shit person want shit stop govern appar fuck stupid control teacher gun make sens',TIN
'antifa high emot fascist organ member fool name reflect group obviou fascist other advantag rest fool',TIN
'haha true back origin point fuck drive everyth fine',UNT
'anoth # dem',TIN
'holi shit',UNT
'liber follow fact liber',TIN
'news democrat backhand_index_pointing_down # maga united_st',TIN
'peopl bastard your think plenti fraud wont advantag chang purpos',TIN
'dirti stole cruz campaign voter list gave trump',TIN
'great state illeg immigr liber blue state look work $ $ vote democrat figur insan',TIN
'doesnt & kick awesom keep',TIN
'crazi liber',TIN
'cockroach ',UNT
'page confirm russia stori pass distract gullibl liber push narr elect presid success offic',TIN
'what wrong dead # antifa dont understand thought good antifa',TIN
'trump never free chicken danger world constant imagin around world littl actual know complet dont happen',TIN
'gross obviou hack',TIN
'sure block useless tweet',TIN
'good arrest arrest crazi leader well minion fall plan pay legal think immatur level parti disgust',TIN
'fake conserv fake outrag budget betray',TIN
'knew dead rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh rolling_on_the_floor_laugh',TIN
'“ men ” that real thing exist & amp told distract fact mother never love & amp peni',TIN
'john care liber attack think critic fact arent side',TIN
'amaz pope afraid truth',TIN
'peopl absolut insan liber attack white year get wors push creat anoth civil damn stupid',TIN
'anoth polit hack news media listen interview look moment instead work everi turn shoot kill',TIN
'# hate speech hear last year liber stop hate',TIN
'prime exampl cant anymor liber govern dont want know constitut prefer dictat american hate republ need keep #',TIN
'face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fool',TIN
'sure hell either traitor liber',TIN
'pleas dont start concern want someth plan idea movi scari felt someth want know couldnt rememb head',TIN
'that impli took correct hospit usual record claim mani incompet singl record produc',TIN
'dope delusion libtard puerto rico respons presid',TIN
'dumbest shit read morn read trump tweet',TIN
'eric holder held account point away crime time side eric look forward scandal time ruin america',TIN
'ask proof block joke antifa real nazi talk point sure provid proof quickli',TIN
'thank prove point trash',UNT
'babi liber trump total great year # maga',TIN
'conserv silent theyr voic white hous want back theyr tri silenc possibl need burn midterm',TIN
'took year never came choos suprem court show liber realli that good',UNT
'wonder coupl',TIN
'fuck',UNT
'agenda promot control',UNT
'give fuck break liber select fals outrag presid get right say grab pussi decad get pass say fuck shit next get liber pass',TIN
'maxin mean spirit woman cant imagin demon deal much hate & amp crazi #',TIN
'know “ ” give know smarter presid',UNT
'know mani liber dont feel need around wave maga idiot',TIN
'wild think minu away whole town',UNT
'women defend kavanaugh good person alleg ignor feinstein disgust idiot piec feinstein rule suprem',TIN
'white liber imagin white peopl power white peopl train gener racial awar white liber racist know power imagin white peopl peopl',TIN
'goe show call news peopl laugh eat wonder watch liber around drown',TIN
'think conserv go believ liber sadli right lie judg kavanaugh great person best thing countri hand disgrac unit state & amp women',TIN
'cash book cant blame # liber love throw money bullshit',TIN
'control isnt public hate redneck social',TIN
'fuck',TIN
